"year";"nuts_code";"total_pop";"total_cities"
"1100";"'FR81";"46000";"19"
"1100";"'FR82";"64000";"26"
"1100";"'FR83";"5000";"4"
"1100";"'FRJ1";"0";"1"
"1100";"'FRL0";"2000";"1"
"1100";"'HR03";"3000";"2"
"1100";"'IE0";"22000";"16"
"1100";"'ITC1";"47000";"35"
"1100";"'ITC2";"2000";"1"
"1100";"'ITC3";"31000";"8"
"1100";"'ITC4";"114000";"14"
"1100";"'ITF1";"22000";"11"
"1100";"'ITF2";"5000";"3"
"1100";"'ITF3";"98000";"40"
"1100";"'ITF4";"82000";"40"
"1100";"'ITF5";"18000";"13"
"1100";"'ITF6";"29000";"15"
"1100";"'ITG1";"217000";"117"
"1100";"'ITG2";"6000";"5"
"1100";"'ITH1+ITH2";"5000";"3"
"1100";"'ITH3";"83000";"13"
"1100";"'ITH4";"4000";"2"
"1100";"'ITH5";"101000";"13"
"1100";"'ITI1";"68000";"14"
"1100";"'ITI2";"31000";"9"
"1100";"'ITI3";"29000";"12"
"1100";"'ITI4";"72000";"21"
"1100";"'NL11";"2000";"2"
"1100";"'NL12";"5000";"5"
"1100";"'NL13";"0";"2"
"1100";"'NL21";"5000";"4"
"1100";"'NL22";"11000";"9"
"1100";"'NL23";"0";"1"
"1100";"'NL31";"4000";"2"
"1100";"'NL32";"4000";"8"
"1100";"'NL33";"6000";"11"
"1100";"'NL34";"3000";"4"
"1100";"'NL41";"2000";"7"
"1100";"'NL42";"5000";"5"
"1100";"'NO01";"1000";"1"
"1100";"'NO03";"0";"3"
"1100";"'NO04";"1000";"2"
"1100";"'NO05";"2000";"1"
"1100";"'NO06";"1000";"1"
"1100";"'PT11";"27000";"10"
"1100";"'PT15";"13000";"6"
"1100";"'PT16";"22000";"13"
"1100";"'PT17";"19000";"5"
"1100";"'PT18";"20000";"12"
"1100";"'PT30";"0";"1"
"1100";"'SE11";"0";"1"
"1100";"'SE12";"1000";"5"
"1100";"'SE21";"2000";"3"
"1100";"'SE22";"1000";"3"
"1100";"'SE23";"0";"1"
"1100";"'SE31";"0";"2"
"1100";"'SI02";"1000";"1"
"1100";"'UKC+UKD";"31000";"39"
"1100";"'UKE";"19000";"14"
"1100";"'UKF";"20000";"11"
"1100";"'UKG";"27000";"26"
"1100";"'UKH+UKJ";"51000";"37"
"1100";"'UKI";"17000";"6"
"1100";"'UKK";"17000";"15"
"1100";"'UKL";"1000";"2"
"1100";"'UKM";"10000";"11"
"1100";"'UKM5";"1000";"1"
"1100";"'UKN";"8000";"5"
"1200";"'AT11";"1000";"1"
"1200";"'AT123";"21000";"4"
"1200";"'AT21";"1000";"1"
"1200";"'AT22";"2000";"1"
"1200";"'AT31";"8000";"5"
"1200";"'AT32";"5000";"1"
"1200";"'AT33";"4000";"2"
"1200";"'AT34";"1000";"1"
"1200";"'BE10+BE24+BE31";"27000";"8"
"1200";"'BE21";"8000";"4"
"1200";"'BE22";"9000";"3"
"1200";"'BE23";"49000";"16"
"1200";"'BE25";"37000";"17"
"1200";"'BE32";"26000";"8"
"1200";"'BE33";"18000";"5"
"1200";"'BE34";"2000";"1"
"1200";"'BE35";"7000";"2"
"1200";"'CH01";"13000";"5"
"1200";"'CH02";"9000";"6"
"1200";"'CH03";"5000";"1"
"1200";"'CH04";"7000";"2"
"1200";"'CH05";"10000";"5"
"1200";"'CH06";"4000";"2"
"1200";"'CH07";"2000";"1"
"1200";"'DE11";"16000";"8"
"1200";"'DE12";"8000";"6"
"1200";"'DE13";"13000";"4"
"1200";"'DE14";"12000";"6"
"1200";"'DE21";"13000";"4"
"1200";"'DE22";"4000";"3"
"1200";"'DE23";"17000";"2"
"1200";"'DE24";"12000";"4"
"1200";"'DE25";"15000";"7"
"1200";"'DE26";"7000";"3"
"1200";"'DE27";"26000";"7"
"1200";"'DE30";"4000";"3"
"1200";"'DE40";"10000";"7"
"1200";"'DE50";"8000";"2"
"1200";"'DE60";"2000";"1"
"1200";"'DE712";"26000";"10"
"1200";"'DE73";"6000";"3"
"1200";"'DE80";"14000";"9"
"1200";"'DE912";"33000";"12"
"1200";"'DE93";"13000";"4"
"1200";"'DE94";"18000";"6"
"1200";"'DEA1";"27000";"22"
"1200";"'DEA2";"67000";"11"
"1200";"'DEA3";"17000";"8"
"1200";"'DEA4";"14000";"5"
"1200";"'DEA5";"25000";"10"
"1200";"'DEB1";"10000";"4"
"1200";"'DEB2";"14000";"2"
"1200";"'DEB3";"27000";"9"
"1200";"'DEC0";"3000";"2"
"1200";"'DED2";"13000";"8"
"1200";"'DED4";"10000";"11"
"1200";"'DED5";"7000";"4"
"1200";"'DEE0";"58000";"18"
"1200";"'DEF0";"21000";"11"
"1200";"'DEG0";"34000";"12"
"1200";"'DK01";"4000";"2"
"1200";"'DK02";"7000";"1"
"1200";"'DK03";"4000";"3"
"1200";"'DK04";"3000";"3"
"1200";"'DK05";"1000";"1"
"1200";"'ES11";"30000";"12"
"1200";"'ES12";"10000";"4"
"1200";"'ES13";"5000";"1"
"1200";"'ES21";"8000";"4"
"1200";"'ES22";"13000";"3"
"1200";"'ES23";"11000";"4"
"1200";"'ES24";"35000";"9"
"1200";"'ES30";"13000";"10"
"1200";"'ES41";"150000";"23"
"1200";"'ES42";"91000";"33"
"1200";"'ES43";"51000";"17"
"1200";"'ES51";"80000";"21"
"1200";"'ES52";"84000";"31"
"1200";"'ES53";"22000";"5"
"1200";"'ES61";"402000";"71"
"1200";"'ES62";"50000";"11"
"1200";"'ES70";"0";"4"
"1200";"'FI19";"0";"3"
"1200";"'FI1B";"0";"3"
"1200";"'FI1C";"0";"2"
"1200";"'FI1D";"0";"1"
"1200";"'FR10";"61000";"13"
"1200";"'FR21";"35000";"12"
"1200";"'FR22";"37000";"9"
"1200";"'FR23";"34000";"12"
"1200";"'FR24";"78000";"19"
"1200";"'FR25";"32000";"15"
"1200";"'FR26";"62000";"16"
"1200";"'FR30";"93000";"25"
"1200";"'FR41";"35000";"12"
"1200";"'FR42";"34000";"10"
"1200";"'FR43";"21000";"10"
"1200";"'FR51";"40000";"17"
"1200";"'FR52";"32000";"13"
"1200";"'FR53";"33000";"9"
"1200";"'FR61";"50000";"19"
"1200";"'FR62";"74000";"21"
"1200";"'FR63";"11000";"6"
"1200";"'FR71";"51000";"20"
"1200";"'FR72";"31000";"13"
"1200";"'FR81";"64000";"19"
"1200";"'FR82";"78000";"26"
"1200";"'FR83";"7000";"4"
"1200";"'FRJ1";"0";"1"
"1200";"'FRL0";"2000";"1"
"1200";"'HR03";"4000";"2"
"1200";"'IE0";"40000";"16"
"1200";"'ITC1";"78000";"35"
"1200";"'ITC2";"3000";"1"
"1200";"'ITC3";"46000";"8"
"1200";"'ITC4";"177000";"14"
"1200";"'ITF1";"25000";"11"
"1200";"'ITF2";"5000";"3"
"1200";"'ITF3";"129000";"40"
"1200";"'ITF4";"117000";"40"
"1200";"'ITF5";"26000";"13"
"1200";"'ITF6";"31000";"15"
"1200";"'ITG1";"267000";"117"
"1200";"'ITG2";"9000";"5"
"1200";"'ITH1+ITH2";"7000";"3"
"1200";"'ITH3";"122000";"13"
"1200";"'ITH4";"6000";"2"
"1200";"'ITH5";"145000";"13"
"1200";"'ITI1";"102000";"14"
"1200";"'ITI2";"41000";"9"
"1200";"'ITI3";"37000";"12"
"1200";"'ITI4";"99000";"21"
"1200";"'NL11";"3000";"2"
"1200";"'NL12";"5000";"5"
"1200";"'NL13";"1000";"2"
"1200";"'NL21";"9000";"4"
"1200";"'NL22";"16000";"9"
"1200";"'NL23";"0";"1"
"1200";"'NL31";"5000";"2"
"1200";"'NL32";"8000";"8"
"1200";"'NL33";"17000";"11"
"1200";"'NL34";"5000";"4"
"1200";"'NL41";"7000";"7"
"1200";"'NL42";"7000";"5"
"1200";"'NO01";"1000";"1"
"1200";"'NO03";"0";"3"
"1200";"'NO04";"1000";"2"
"1200";"'NO05";"4000";"1"
"1200";"'NO06";"1000";"1"
"1200";"'PT11";"29000";"10"
"1200";"'PT15";"15000";"6"
"1200";"'PT16";"31000";"13"
"1200";"'PT17";"21000";"5"
"1200";"'PT18";"27000";"12"
"1200";"'PT30";"0";"1"
"1200";"'SE11";"1000";"1"
"1200";"'SE12";"5000";"5"
"1200";"'SE21";"3000";"3"
"1200";"'SE22";"1000";"3"
"1200";"'SE23";"0";"1"
"1200";"'SE31";"0";"2"
"1200";"'SI02";"2000";"1"
"1200";"'UKC+UKD";"37000";"39"
"1200";"'UKE";"26000";"14"
"1200";"'UKF";"25000";"11"
"1200";"'UKG";"38000";"26"
"1200";"'UKH+UKJ";"70000";"37"
"1200";"'UKI";"44000";"6"
"1200";"'UKK";"24000";"15"
"1200";"'UKL";"1000";"2"
"1200";"'UKM";"14000";"11"
"1200";"'UKM5";"2000";"1"
"1200";"'UKN";"10000";"5"
"1300";"'AT11";"2000";"1"
"1300";"'AT123";"26000";"4"
"1300";"'AT21";"1000";"1"
"1300";"'AT22";"5000";"1"
"1300";"'AT31";"12000";"5"
"1300";"'AT32";"6000";"1"
"1300";"'AT33";"6000";"2"
"1300";"'AT34";"1000";"1"
"1300";"'BE10+BE24+BE31";"54000";"8"
"1300";"'BE21";"25000";"4"
"1300";"'BE22";"12000";"3"
"1300";"'BE23";"105000";"16"
"1300";"'BE25";"83000";"17"
"1300";"'BE32";"36000";"8"
"1300";"'BE33";"20000";"5"
"1300";"'BE34";"1000";"1"
"1300";"'BE35";"10000";"2"
"1300";"'CH01";"16000";"5"
"1300";"'CH02";"10000";"6"
"1300";"'CH03";"7000";"1"
"1300";"'CH04";"8000";"2"
"1300";"'CH05";"11000";"5"
"1300";"'CH06";"4000";"2"
"1300";"'CH07";"2000";"1"
"1300";"'DE11";"21000";"8"
"1300";"'DE12";"16000";"6"
"1300";"'DE13";"16000";"4"
"1300";"'DE14";"20000";"6"
"1300";"'DE21";"20000";"4"
"1300";"'DE22";"7000";"3"
"1300";"'DE23";"15000";"2"
"1300";"'DE24";"14000";"4"
"1300";"'DE25";"26000";"7"
"1300";"'DE26";"11000";"3"
"1300";"'DE27";"38000";"7"
"1300";"'DE30";"5000";"3"
"1300";"'DE40";"15000";"7"
"1300";"'DE50";"13000";"2"
"1300";"'DE60";"5000";"1"
"1300";"'DE712";"44000";"10"
"1300";"'DE73";"9000";"3"
"1300";"'DE80";"45000";"9"
"1300";"'DE912";"50000";"12"
"1300";"'DE93";"13000";"4"
"1300";"'DE94";"20000";"6"
"1300";"'DEA1";"33000";"22"
"1300";"'DEA2";"80000";"11"
"1300";"'DEA3";"26000";"8"
"1300";"'DEA4";"17000";"5"
"1300";"'DEA5";"32000";"10"
"1300";"'DEB1";"12000";"4"
"1300";"'DEB2";"12000";"2"
"1300";"'DEB3";"36000";"9"
"1300";"'DEC0";"3000";"2"
"1300";"'DED2";"19000";"8"
"1300";"'DED4";"19000";"11"
"1300";"'DED5";"7000";"4"
"1300";"'DEE0";"68000";"18"
"1300";"'DEF0";"30000";"11"
"1300";"'DEG0";"41000";"12"
"1300";"'DK01";"5000";"2"
"1300";"'DK02";"7000";"1"
"1300";"'DK03";"6000";"3"
"1300";"'DK04";"5000";"3"
"1300";"'DK05";"2000";"1"
"1300";"'ES11";"36000";"12"
"1300";"'ES12";"13000";"4"
"1300";"'ES13";"6000";"1"
"1300";"'ES21";"8000";"4"
"1300";"'ES22";"18000";"3"
"1300";"'ES23";"13000";"4"
"1300";"'ES24";"50000";"9"
"1300";"'ES30";"20000";"10"
"1300";"'ES41";"171000";"23"
"1300";"'ES42";"119000";"33"
"1300";"'ES43";"55000";"17"
"1300";"'ES51";"123000";"21"
"1300";"'ES52";"117000";"31"
"1300";"'ES53";"29000";"5"
"1300";"'ES61";"491000";"71"
"1300";"'ES62";"38000";"11"
"1300";"'ES70";"0";"4"
"1300";"'FI19";"0";"3"
"1300";"'FI1B";"0";"3"
"1300";"'FI1C";"1000";"2"
"1300";"'FI1D";"0";"1"
"1300";"'FR10";"102000";"13"
"1300";"'FR21";"47000";"12"
"1300";"'FR22";"48000";"9"
"1300";"'FR23";"58000";"12"
"1300";"'FR24";"96000";"19"
"1300";"'FR25";"42000";"15"
"1300";"'FR26";"75000";"16"
"1300";"'FR30";"139000";"25"
"1300";"'FR41";"40000";"12"
"1300";"'FR42";"52000";"10"
"1300";"'FR43";"27000";"10"
"1300";"'FR51";"55000";"17"
"1300";"'FR52";"39000";"13"
"1300";"'FR53";"42000";"9"
"1300";"'FR61";"79000";"19"
"1300";"'FR62";"103000";"21"
"1300";"'FR63";"12000";"6"
"1300";"'FR71";"60000";"20"
"1300";"'FR72";"42000";"13"
"1300";"'FR81";"95000";"19"
"1300";"'FR82";"94000";"26"
"1300";"'FR83";"7000";"4"
"1300";"'FRJ1";"0";"1"
"1300";"'FRL0";"2000";"1"
"1300";"'HR03";"4000";"2"
"1300";"'IE0";"50000";"16"
"1300";"'ITC1";"90000";"35"
"1300";"'ITC2";"3000";"1"
"1300";"'ITC3";"106000";"8"
"1300";"'ITC4";"255000";"14"
"1300";"'ITF1";"49000";"11"
"1300";"'ITF2";"7000";"3"
"1300";"'ITF3";"173000";"40"
"1300";"'ITF4";"148000";"40"
"1300";"'ITF5";"31000";"13"
"1300";"'ITF6";"43000";"15"
"1300";"'ITG1";"361000";"117"
"1300";"'ITG2";"13000";"5"
"1300";"'ITH1+ITH2";"8000";"3"
"1300";"'ITH3";"194000";"13"
"1300";"'ITH4";"12000";"2"
"1300";"'ITH5";"201000";"13"
"1300";"'ITI1";"198000";"14"
"1300";"'ITI2";"73000";"9"
"1300";"'ITI3";"47000";"12"
"1300";"'ITI4";"98000";"21"
"1300";"'NL11";"4000";"2"
"1300";"'NL12";"9000";"5"
"1300";"'NL13";"1000";"2"
"1300";"'NL21";"12000";"4"
"1300";"'NL22";"19000";"9"
"1300";"'NL23";"0";"1"
"1300";"'NL31";"9000";"2"
"1300";"'NL32";"16000";"8"
"1300";"'NL33";"31000";"11"
"1300";"'NL34";"12000";"4"
"1300";"'NL41";"11000";"7"
"1300";"'NL42";"15000";"5"
"1300";"'NO01";"2000";"1"
"1300";"'NO03";"0";"3"
"1300";"'NO04";"1000";"2"
"1300";"'NO05";"7000";"1"
"1300";"'NO06";"1000";"1"
"1300";"'PT11";"37000";"10"
"1300";"'PT15";"17000";"6"
"1300";"'PT16";"37000";"13"
"1300";"'PT17";"43000";"5"
"1300";"'PT18";"43000";"12"
"1300";"'PT30";"0";"1"
"1300";"'SE11";"3000";"1"
"1300";"'SE12";"6000";"5"
"1300";"'SE21";"6000";"3"
"1300";"'SE22";"3000";"3"
"1300";"'SE23";"0";"1"
"1300";"'SE31";"0";"2"
"1300";"'SI02";"2000";"1"
"1300";"'UKC+UKD";"45000";"39"
"1300";"'UKE";"34000";"14"
"1300";"'UKF";"30000";"11"
"1300";"'UKG";"41000";"26"
"1300";"'UKH+UKJ";"87000";"37"
"1300";"'UKI";"74000";"6"
"1300";"'UKK";"50000";"15"
"1300";"'UKL";"1000";"2"
"1300";"'UKM";"24000";"11"
"1300";"'UKM5";"4000";"1"
"1300";"'UKN";"12000";"5"
"1400";"'AT11";"1000";"1"
"1400";"'AT123";"29000";"4"
"1400";"'AT21";"1000";"1"
"1400";"'AT22";"3000";"1"
"1400";"'AT31";"8000";"5"
"1400";"'AT32";"4000";"1"
"1400";"'AT33";"7000";"2"
"1400";"'AT34";"1000";"1"
"1400";"'BE10+BE24+BE31";"61000";"8"
"1400";"'BE21";"30000";"4"
"1400";"'BE22";"8000";"3"
"1400";"'BE23";"90000";"16"
"1400";"'BE25";"69000";"17"
"1400";"'BE32";"57000";"8"
"1400";"'BE33";"21000";"5"
"1400";"'BE34";"1000";"1"
"1400";"'BE35";"12000";"2"
"1400";"'CH01";"17000";"5"
"1400";"'CH02";"11000";"6"
"1400";"'CH03";"10000";"1"
"1400";"'CH04";"6000";"2"
"1400";"'CH05";"9000";"5"
"1400";"'CH06";"2000";"2"
"1400";"'CH07";"1000";"1"
"1400";"'DE11";"29000";"8"
"1400";"'DE12";"9000";"6"
"1400";"'DE13";"13000";"4"
"1400";"'DE14";"21000";"6"
"1400";"'DE21";"12000";"4"
"1400";"'DE22";"14000";"3"
"1400";"'DE23";"11000";"2"
"1400";"'DE24";"11000";"4"
"1400";"'DE25";"21000";"7"
"1400";"'DE26";"10000";"3"
"1400";"'DE27";"27000";"7"
"1400";"'DE30";"6000";"3"
"1400";"'DE40";"11000";"7"
"1400";"'DE50";"7000";"2"
"1400";"'DE60";"8000";"1"
"1400";"'DE712";"30000";"10"
"1400";"'DE73";"5000";"3"
"1400";"'DE80";"43000";"9"
"1400";"'DE912";"47000";"12"
"1400";"'DE93";"8000";"4"
"1400";"'DE94";"12000";"6"
"1400";"'DEA1";"30000";"22"
"1400";"'DEA2";"63000";"11"
"1400";"'DEA3";"18000";"8"
"1400";"'DEA4";"10000";"5"
"1400";"'DEA5";"26000";"10"
"1400";"'DEB1";"7000";"4"
"1400";"'DEB2";"11000";"2"
"1400";"'DEB3";"22000";"9"
"1400";"'DEC0";"2000";"2"
"1400";"'DED2";"25000";"8"
"1400";"'DED4";"15000";"11"
"1400";"'DED5";"7000";"4"
"1400";"'DEE0";"49000";"18"
"1400";"'DEF0";"29000";"11"
"1400";"'DEG0";"32000";"12"
"1400";"'DK01";"5000";"2"
"1400";"'DK02";"5000";"1"
"1400";"'DK03";"5000";"3"
"1400";"'DK04";"3000";"3"
"1400";"'DK05";"1000";"1"
"1400";"'ES11";"22000";"12"
"1400";"'ES12";"9000";"4"
"1400";"'ES13";"6000";"1"
"1400";"'ES21";"6000";"4"
"1400";"'ES22";"11000";"3"
"1400";"'ES23";"9000";"4"
"1400";"'ES24";"41000";"9"
"1400";"'ES30";"16000";"10"
"1400";"'ES41";"132000";"23"
"1400";"'ES42";"108000";"33"
"1400";"'ES43";"47000";"17"
"1400";"'ES51";"88000";"21"
"1400";"'ES52";"114000";"31"
"1400";"'ES53";"18000";"5"
"1400";"'ES61";"359000";"71"
"1400";"'ES62";"24000";"11"
"1400";"'ES70";"0";"4"
"1400";"'FI19";"0";"3"
"1400";"'FI1B";"2000";"3"
"1400";"'FI1C";"2000";"2"
"1400";"'FI1D";"0";"1"
"1400";"'FR10";"72000";"13"
"1400";"'FR21";"33000";"12"
"1400";"'FR22";"31000";"9"
"1400";"'FR23";"38000";"12"
"1400";"'FR24";"81000";"19"
"1400";"'FR25";"30000";"15"
"1400";"'FR26";"46000";"16"
"1400";"'FR30";"89000";"25"
"1400";"'FR41";"26000";"12"
"1400";"'FR42";"45000";"10"
"1400";"'FR43";"17000";"10"
"1400";"'FR51";"36000";"17"
"1400";"'FR52";"33000";"13"
"1400";"'FR53";"32000";"9"
"1400";"'FR61";"67000";"19"
"1400";"'FR62";"67000";"21"
"1400";"'FR63";"8000";"6"
"1400";"'FR71";"41000";"20"
"1400";"'FR72";"30000";"13"
"1400";"'FR81";"60000";"19"
"1400";"'FR82";"70000";"26"
"1400";"'FR83";"11000";"4"
"1400";"'FRJ1";"0";"1"
"1400";"'FRL0";"1000";"1"
"1400";"'HR03";"2000";"2"
"1400";"'IE0";"42000";"16"
"1400";"'ITC1";"64000";"35"
"1400";"'ITC2";"2000";"1"
"1400";"'ITC3";"69000";"8"
"1400";"'ITC4";"209000";"14"
"1400";"'ITF1";"33000";"11"
"1400";"'ITF2";"4000";"3"
"1400";"'ITF3";"116000";"40"
"1400";"'ITF4";"108000";"40"
"1400";"'ITF5";"18000";"13"
"1400";"'ITF6";"28000";"15"
"1400";"'ITG1";"277000";"117"
"1400";"'ITG2";"8000";"5"
"1400";"'ITH1+ITH2";"6000";"3"
"1400";"'ITH3";"136000";"13"
"1400";"'ITH4";"7000";"2"
"1400";"'ITH5";"165000";"13"
"1400";"'ITI1";"145000";"14"
"1400";"'ITI2";"46000";"9"
"1400";"'ITI3";"30000";"12"
"1400";"'ITI4";"84000";"21"
"1400";"'NL11";"5000";"2"
"1400";"'NL12";"7000";"5"
"1400";"'NL13";"1000";"2"
"1400";"'NL21";"14000";"4"
"1400";"'NL22";"23000";"9"
"1400";"'NL23";"0";"1"
"1400";"'NL31";"15000";"2"
"1400";"'NL32";"20000";"8"
"1400";"'NL33";"36000";"11"
"1400";"'NL34";"8000";"4"
"1400";"'NL41";"15000";"7"
"1400";"'NL42";"16000";"5"
"1400";"'NO01";"1000";"1"
"1400";"'NO03";"0";"3"
"1400";"'NO04";"1000";"2"
"1400";"'NO05";"4000";"1"
"1400";"'NO06";"1000";"1"
"1400";"'PT11";"38000";"10"
"1400";"'PT15";"11000";"6"
"1400";"'PT16";"22000";"13"
"1400";"'PT17";"60000";"5"
"1400";"'PT18";"33000";"12"
"1400";"'PT30";"0";"1"
"1400";"'SE11";"5000";"1"
"1400";"'SE12";"6000";"5"
"1400";"'SE21";"4000";"3"
"1400";"'SE22";"4000";"3"
"1400";"'SE23";"0";"1"
"1400";"'SE31";"2000";"2"
"1400";"'SI02";"1000";"1"
"1400";"'UKC+UKD";"35000";"39"
"1400";"'UKE";"28000";"14"
"1400";"'UKF";"22000";"11"
"1400";"'UKG";"32000";"26"
"1400";"'UKH+UKJ";"58000";"37"
"1400";"'UKI";"47000";"6"
"1400";"'UKK";"37000";"15"
"1400";"'UKL";"1000";"2"
"1400";"'UKM";"14000";"11"
"1400";"'UKM5";"3000";"1"
"1400";"'UKN";"7000";"5"
"1500";"'AT11";"2000";"1"
"1500";"'AT123";"27000";"4"
"1500";"'AT21";"1000";"1"
"1500";"'AT22";"5000";"1"
"1500";"'AT31";"14000";"5"
"1500";"'AT32";"7000";"1"
"1500";"'AT33";"21000";"2"
"1500";"'AT34";"0";"1"
"1500";"'BE10+BE24+BE31";"76000";"8"
"1500";"'BE21";"62000";"4"
"1500";"'BE22";"14000";"3"
"1500";"'BE23";"84000";"16"
"1500";"'BE25";"83000";"17"
"1500";"'BE32";"61000";"8"
"1500";"'BE33";"31000";"5"
"1500";"'BE34";"2000";"1"
"1500";"'BE35";"13000";"2"
"1500";"'CH01";"22000";"5"
"1500";"'CH02";"15000";"6"
"1500";"'CH03";"10000";"1"
"1500";"'CH04";"7000";"2"
"1500";"'CH05";"14000";"5"
"1500";"'CH06";"5000";"2"
"1500";"'CH07";"2000";"1"
"1500";"'DE11";"30000";"8"
"1500";"'DE12";"14000";"6"
"1500";"'DE13";"11000";"4"
"1500";"'DE14";"36000";"6"
"1500";"'DE21";"21000";"4"
"1500";"'DE22";"13000";"3"
"1500";"'DE23";"26000";"2"
"1500";"'DE24";"14000";"4"
"1500";"'DE25";"54000";"7"
"1500";"'DE26";"12000";"3"
"1500";"'DE27";"51000";"7"
"1500";"'DE30";"10000";"3"
"1500";"'DE40";"26000";"7"
"1500";"'DE50";"18000";"2"
"1500";"'DE60";"30000";"1"
"1500";"'DE712";"40000";"10"
"1500";"'DE73";"10000";"3"
"1500";"'DE80";"40000";"9"
"1500";"'DE912";"67000";"12"
"1500";"'DE93";"17000";"4"
"1500";"'DE94";"19000";"6"
"1500";"'DEA1";"42000";"22"
"1500";"'DEA2";"79000";"11"
"1500";"'DEA3";"16000";"8"
"1500";"'DEA4";"14000";"5"
"1500";"'DEA5";"33000";"10"
"1500";"'DEB1";"8000";"4"
"1500";"'DEB2";"9000";"2"
"1500";"'DEB3";"30000";"9"
"1500";"'DEC0";"1000";"2"
"1500";"'DED2";"28000";"8"
"1500";"'DED4";"29000";"11"
"1500";"'DED5";"13000";"4"
"1500";"'DEE0";"90000";"18"
"1500";"'DEF0";"43000";"11"
"1500";"'DEG0";"48000";"12"
"1500";"'DK01";"6000";"2"
"1500";"'DK02";"6000";"1"
"1500";"'DK03";"7000";"3"
"1500";"'DK04";"6000";"3"
"1500";"'DK05";"2000";"1"
"1500";"'ES11";"39000";"12"
"1500";"'ES12";"14000";"4"
"1500";"'ES13";"1000";"1"
"1500";"'ES21";"9000";"4"
"1500";"'ES22";"16000";"3"
"1500";"'ES23";"13000";"4"
"1500";"'ES24";"45000";"9"
"1500";"'ES30";"38000";"10"
"1500";"'ES41";"180000";"23"
"1500";"'ES42";"166000";"33"
"1500";"'ES43";"106000";"17"
"1500";"'ES51";"69000";"21"
"1500";"'ES52";"159000";"31"
"1500";"'ES53";"29000";"5"
"1500";"'ES61";"455000";"71"
"1500";"'ES62";"40000";"11"
"1500";"'ES70";"4000";"4"
"1500";"'FI19";"1000";"3"
"1500";"'FI1B";"2000";"3"
"1500";"'FI1C";"3000";"2"
"1500";"'FI1D";"0";"1"
"1500";"'FR10";"124000";"13"
"1500";"'FR21";"51000";"12"
"1500";"'FR22";"61000";"9"
"1500";"'FR23";"61000";"12"
"1500";"'FR24";"132000";"19"
"1500";"'FR25";"47000";"15"
"1500";"'FR26";"55000";"16"
"1500";"'FR30";"134000";"25"
"1500";"'FR41";"36000";"12"
"1500";"'FR42";"60000";"10"
"1500";"'FR43";"24000";"10"
"1500";"'FR51";"64000";"17"
"1500";"'FR52";"48000";"13"
"1500";"'FR53";"52000";"9"
"1500";"'FR61";"102000";"19"
"1500";"'FR62";"97000";"21"
"1500";"'FR63";"11000";"6"
"1500";"'FR71";"84000";"20"
"1500";"'FR72";"39000";"13"
"1500";"'FR81";"63000";"19"
"1500";"'FR82";"115000";"26"
"1500";"'FR83";"5000";"4"
"1500";"'FRJ1";"0";"1"
"1500";"'FRL0";"2000";"1"
"1500";"'HR03";"4000";"2"
"1500";"'IE0";"47000";"16"
"1500";"'ITC1";"134000";"35"
"1500";"'ITC2";"2000";"1"
"1500";"'ITC3";"76000";"8"
"1500";"'ITC4";"300000";"14"
"1500";"'ITF1";"43000";"11"
"1500";"'ITF2";"6000";"3"
"1500";"'ITF3";"236000";"40"
"1500";"'ITF4";"177000";"40"
"1500";"'ITF5";"39000";"13"
"1500";"'ITF6";"42000";"15"
"1500";"'ITG1";"452000";"117"
"1500";"'ITG2";"22000";"5"
"1500";"'ITH1+ITH2";"11000";"3"
"1500";"'ITH3";"222000";"13"
"1500";"'ITH4";"17000";"2"
"1500";"'ITH5";"192000";"13"
"1500";"'ITI1";"153000";"14"
"1500";"'ITI2";"55000";"9"
"1500";"'ITI3";"45000";"12"
"1500";"'ITI4";"126000";"21"
"1500";"'NL11";"14000";"2"
"1500";"'NL12";"14000";"5"
"1500";"'NL13";"1000";"2"
"1500";"'NL21";"22000";"4"
"1500";"'NL22";"32000";"9"
"1500";"'NL23";"0";"1"
"1500";"'NL31";"32000";"2"
"1500";"'NL32";"47000";"8"
"1500";"'NL33";"70000";"11"
"1500";"'NL34";"17000";"4"
"1500";"'NL41";"30000";"7"
"1500";"'NL42";"26000";"5"
"1500";"'NO01";"3000";"1"
"1500";"'NO03";"0";"3"
"1500";"'NO04";"1000";"2"
"1500";"'NO05";"7000";"1"
"1500";"'NO06";"1000";"1"
"1500";"'PT11";"45000";"10"
"1500";"'PT15";"21000";"6"
"1500";"'PT16";"40000";"13"
"1500";"'PT17";"73000";"5"
"1500";"'PT18";"67000";"12"
"1500";"'PT30";"1000";"1"
"1500";"'SE11";"7000";"1"
"1500";"'SE12";"5000";"5"
"1500";"'SE21";"6000";"3"
"1500";"'SE22";"7000";"3"
"1500";"'SE23";"1000";"1"
"1500";"'SE31";"3000";"2"
"1500";"'SI02";"2000";"1"
"1500";"'UKC+UKD";"49000";"39"
"1500";"'UKE";"32000";"14"
"1500";"'UKF";"24000";"11"
"1500";"'UKG";"39000";"26"
"1500";"'UKH+UKJ";"87000";"37"
"1500";"'UKI";"55000";"6"
"1500";"'UKK";"46000";"15"
"1500";"'UKL";"1000";"2"
"1500";"'UKM";"52000";"11"
"1500";"'UKM5";"3000";"1"
"1500";"'UKN";"9000";"5"
"1550";"'AT11";"2000";"1"
"1550";"'AT123";"40000";"4"
"1550";"'AT21";"2000";"1"
