"year";"nuts_code";"total_pop";"total_cities"
"1550";"'AT22";"6000";"1"
"1550";"'AT31";"15000";"5"
"1550";"'AT32";"8000";"1"
"1550";"'AT33";"17000";"2"
"1550";"'AT34";"0";"1"
"1550";"'BE10+BE24+BE31";"74000";"8"
"1550";"'BE21";"63000";"4"
"1550";"'BE22";"14000";"3"
"1550";"'BE23";"85000";"16"
"1550";"'BE25";"81000";"17"
"1550";"'BE32";"54000";"8"
"1550";"'BE33";"36000";"5"
"1550";"'BE34";"2000";"1"
"1550";"'BE35";"13000";"2"
"1550";"'CH01";"25000";"5"
"1550";"'CH02";"17000";"6"
"1550";"'CH03";"10000";"1"
"1550";"'CH04";"8000";"2"
"1550";"'CH05";"14000";"5"
"1550";"'CH06";"6000";"2"
"1550";"'CH07";"3000";"1"
"1550";"'DE11";"33000";"8"
"1550";"'DE12";"13000";"6"
"1550";"'DE13";"15000";"4"
"1550";"'DE14";"38000";"6"
"1550";"'DE21";"26000";"4"
"1550";"'DE22";"15000";"3"
"1550";"'DE23";"25000";"2"
"1550";"'DE24";"16000";"4"
"1550";"'DE25";"57000";"7"
"1550";"'DE26";"14000";"3"
"1550";"'DE27";"58000";"7"
"1550";"'DE30";"10000";"3"
"1550";"'DE40";"29000";"7"
"1550";"'DE50";"19000";"2"
"1550";"'DE60";"35000";"1"
"1550";"'DE712";"51000";"10"
"1550";"'DE73";"12000";"3"
"1550";"'DE80";"40000";"9"
"1550";"'DE912";"64000";"12"
"1550";"'DE93";"20000";"4"
"1550";"'DE94";"22000";"6"
"1550";"'DEA1";"46000";"22"
"1550";"'DEA2";"78000";"11"
"1550";"'DEA3";"16000";"8"
"1550";"'DEA4";"15000";"5"
"1550";"'DEA5";"33000";"10"
"1550";"'DEB1";"8000";"4"
"1550";"'DEB2";"7000";"2"
"1550";"'DEB3";"30000";"9"
"1550";"'DEC0";"1000";"2"
"1550";"'DED2";"33000";"8"
"1550";"'DED4";"32000";"11"
"1550";"'DED5";"18000";"4"
"1550";"'DEE0";"98000";"18"
"1550";"'DEF0";"48000";"11"
"1550";"'DEG0";"53000";"12"
"1550";"'DK01";"15000";"2"
"1550";"'DK02";"7000";"1"
"1550";"'DK03";"9000";"3"
"1550";"'DK04";"8000";"3"
"1550";"'DK05";"3000";"1"
"1550";"'ES11";"40000";"12"
"1550";"'ES12";"17000";"4"
"1550";"'ES13";"2000";"1"
"1550";"'ES21";"11000";"4"
"1550";"'ES22";"20000";"3"
"1550";"'ES23";"17000";"4"
"1550";"'ES24";"50000";"9"
"1550";"'ES30";"61000";"10"
"1550";"'ES41";"194000";"23"
"1550";"'ES42";"219000";"33"
"1550";"'ES43";"108000";"17"
"1550";"'ES51";"74000";"21"
"1550";"'ES52";"164000";"31"
"1550";"'ES53";"34000";"5"
"1550";"'ES61";"543000";"71"
"1550";"'ES62";"46000";"11"
"1550";"'ES70";"6000";"4"
"1550";"'FI19";"1000";"3"
"1550";"'FI1B";"4000";"3"
"1550";"'FI1C";"4000";"2"
"1550";"'FI1D";"0";"1"
"1550";"'FR10";"200000";"13"
"1550";"'FR21";"62000";"12"
"1550";"'FR22";"65000";"9"
"1550";"'FR23";"82000";"12"
"1550";"'FR24";"135000";"19"
"1550";"'FR25";"60000";"15"
"1550";"'FR26";"60000";"16"
"1550";"'FR30";"139000";"25"
"1550";"'FR41";"44000";"12"
"1550";"'FR42";"60000";"10"
"1550";"'FR43";"29000";"10"
"1550";"'FR51";"83000";"17"
"1550";"'FR52";"66000";"13"
"1550";"'FR53";"60000";"9"
"1550";"'FR61";"100000";"19"
"1550";"'FR62";"112000";"21"
"1550";"'FR63";"14000";"6"
"1550";"'FR71";"90000";"20"
"1550";"'FR72";"46000";"13"
"1550";"'FR81";"71000";"19"
"1550";"'FR82";"143000";"26"
"1550";"'FR83";"5000";"4"
"1550";"'FRJ1";"0";"1"
"1550";"'FRL0";"2000";"1"
"1550";"'HR03";"4000";"2"
"1550";"'IE0";"49000";"16"
"1550";"'ITC1";"155000";"35"
"1550";"'ITC2";"3000";"1"
"1550";"'ITC3";"82000";"8"
"1550";"'ITC4";"316000";"14"
"1550";"'ITF1";"49000";"11"
"1550";"'ITF2";"7000";"3"
"1550";"'ITF3";"320000";"40"
"1550";"'ITF4";"230000";"40"
"1550";"'ITF5";"44000";"13"
"1550";"'ITF6";"51000";"15"
"1550";"'ITG1";"577000";"117"
"1550";"'ITG2";"24000";"5"
"1550";"'ITH1+ITH2";"14000";"3"
"1550";"'ITH3";"263000";"13"
"1550";"'ITH4";"16000";"2"
"1550";"'ITH5";"218000";"13"
"1550";"'ITI1";"163000";"14"
"1550";"'ITI2";"52000";"9"
"1550";"'ITI3";"50000";"12"
"1550";"'ITI4";"154000";"21"
"1550";"'NL11";"13000";"2"
"1550";"'NL12";"17000";"5"
"1550";"'NL13";"1000";"2"
"1550";"'NL21";"22000";"4"
"1550";"'NL22";"31000";"9"
"1550";"'NL23";"0";"1"
"1550";"'NL31";"33000";"2"
"1550";"'NL32";"77000";"8"
"1550";"'NL33";"73000";"11"
"1550";"'NL34";"18000";"4"
"1550";"'NL41";"33000";"7"
"1550";"'NL42";"31000";"5"
"1550";"'NO01";"3000";"1"
"1550";"'NO03";"0";"3"
"1550";"'NO04";"1000";"2"
"1550";"'NO05";"7000";"1"
"1550";"'NO06";"1000";"1"
"1550";"'PT11";"49000";"10"
"1550";"'PT15";"23000";"6"
"1550";"'PT16";"45000";"13"
"1550";"'PT17";"103000";"5"
"1550";"'PT18";"72000";"12"
"1550";"'PT30";"1000";"1"
"1550";"'SE11";"8000";"1"
"1550";"'SE12";"6000";"5"
"1550";"'SE21";"6000";"3"
"1550";"'SE22";"6000";"3"
"1550";"'SE23";"1000";"1"
"1550";"'SE31";"4000";"2"
"1550";"'SI02";"3000";"1"
"1550";"'UKC+UKD";"60000";"39"
"1550";"'UKE";"37000";"14"
"1550";"'UKF";"25000";"11"
"1550";"'UKG";"46000";"26"
"1550";"'UKH+UKJ";"99000";"37"
"1550";"'UKI";"105000";"6"
"1550";"'UKK";"49000";"15"
"1550";"'UKL";"1000";"2"
"1550";"'UKM";"57000";"11"
"1550";"'UKM5";"4000";"1"
"1550";"'UKN";"9000";"5"
"1600";"'AT11";"3000";"1"
"1600";"'AT123";"59000";"4"
"1600";"'AT21";"4000";"1"
"1600";"'AT22";"8000";"1"
"1600";"'AT31";"19000";"5"
"1600";"'AT32";"9000";"1"
"1600";"'AT33";"15000";"2"
"1600";"'AT34";"1000";"1"
"1600";"'BE10+BE24+BE31";"78000";"8"
"1600";"'BE21";"67000";"4"
"1600";"'BE22";"16000";"3"
"1600";"'BE23";"83000";"16"
"1600";"'BE25";"79000";"17"
"1600";"'BE32";"49000";"8"
"1600";"'BE33";"46000";"5"
"1600";"'BE34";"2000";"1"
"1600";"'BE35";"14000";"2"
"1600";"'CH01";"29000";"5"
"1600";"'CH02";"19000";"6"
"1600";"'CH03";"11000";"1"
"1600";"'CH04";"10000";"2"
"1600";"'CH05";"16000";"5"
"1600";"'CH06";"6000";"2"
"1600";"'CH07";"3000";"1"
"1600";"'DE11";"35000";"8"
"1600";"'DE12";"14000";"6"
"1600";"'DE13";"18000";"4"
"1600";"'DE14";"40000";"6"
"1600";"'DE21";"30000";"4"
"1600";"'DE22";"15000";"3"
"1600";"'DE23";"24000";"2"
"1600";"'DE24";"19000";"4"
"1600";"'DE25";"58000";"7"
"1600";"'DE26";"17000";"3"
"1600";"'DE27";"69000";"7"
"1600";"'DE30";"12000";"3"
"1600";"'DE40";"31000";"7"
"1600";"'DE50";"21000";"2"
"1600";"'DE60";"40000";"1"
"1600";"'DE712";"66000";"10"
"1600";"'DE73";"17000";"3"
"1600";"'DE80";"46000";"9"
"1600";"'DE912";"64000";"12"
"1600";"'DE93";"23000";"4"
"1600";"'DE94";"28000";"6"
"1600";"'DEA1";"52000";"22"
"1600";"'DEA2";"85000";"11"
"1600";"'DEA3";"21000";"8"
"1600";"'DEA4";"19000";"5"
"1600";"'DEA5";"33000";"10"
"1600";"'DEB1";"10000";"4"
"1600";"'DEB2";"6000";"2"
"1600";"'DEB3";"32000";"9"
"1600";"'DEC0";"2000";"2"
"1600";"'DED2";"40000";"8"
"1600";"'DED4";"42000";"11"
"1600";"'DED5";"27000";"4"
"1600";"'DEE0";"113000";"18"
"1600";"'DEF0";"57000";"11"
"1600";"'DEG0";"62000";"12"
"1600";"'DK01";"45000";"2"
"1600";"'DK02";"8000";"1"
"1600";"'DK03";"11000";"3"
"1600";"'DK04";"13000";"3"
"1600";"'DK05";"6000";"1"
"1600";"'ES11";"46000";"12"
"1600";"'ES12";"26000";"4"
"1600";"'ES13";"4000";"1"
"1600";"'ES21";"13000";"4"
"1600";"'ES22";"22000";"3"
"1600";"'ES23";"21000";"4"
"1600";"'ES24";"54000";"9"
"1600";"'ES30";"106000";"10"
"1600";"'ES41";"229000";"23"
"1600";"'ES42";"307000";"33"
"1600";"'ES43";"123000";"17"
"1600";"'ES51";"83000";"21"
"1600";"'ES52";"181000";"31"
"1600";"'ES53";"39000";"5"
"1600";"'ES61";"713000";"71"
"1600";"'ES62";"59000";"11"
"1600";"'ES70";"8000";"4"
"1600";"'FI19";"2000";"3"
"1600";"'FI1B";"5000";"3"
"1600";"'FI1C";"5000";"2"
"1600";"'FI1D";"1000";"1"
"1600";"'FR10";"338000";"13"
"1600";"'FR21";"74000";"12"
"1600";"'FR22";"72000";"9"
"1600";"'FR23";"108000";"12"
"1600";"'FR24";"149000";"19"
"1600";"'FR25";"79000";"15"
"1600";"'FR26";"72000";"16"
"1600";"'FR30";"159000";"25"
"1600";"'FR41";"59000";"12"
"1600";"'FR42";"64000";"10"
"1600";"'FR43";"38000";"10"
"1600";"'FR51";"113000";"17"
"1600";"'FR52";"92000";"13"
"1600";"'FR53";"72000";"9"
"1600";"'FR61";"105000";"19"
"1600";"'FR62";"136000";"21"
"1600";"'FR63";"16000";"6"
"1600";"'FR71";"107000";"20"
"1600";"'FR72";"57000";"13"
"1600";"'FR81";"92000";"19"
"1600";"'FR82";"184000";"26"
"1600";"'FR83";"7000";"4"
"1600";"'FRJ1";"1000";"1"
"1600";"'FRL0";"3000";"1"
"1600";"'HR03";"5000";"2"
"1600";"'IE0";"55000";"16"
"1600";"'ITC1";"189000";"35"
"1600";"'ITC2";"3000";"1"
"1600";"'ITC3";"92000";"8"
"1600";"'ITC4";"337000";"14"
"1600";"'ITF1";"57000";"11"
"1600";"'ITF2";"9000";"3"
"1600";"'ITF3";"439000";"40"
"1600";"'ITF4";"298000";"40"
"1600";"'ITF5";"60000";"13"
"1600";"'ITF6";"62000";"15"
"1600";"'ITG1";"760000";"117"
"1600";"'ITG2";"30000";"5"
"1600";"'ITH1+ITH2";"14000";"3"
"1600";"'ITH3";"317000";"13"
"1600";"'ITH4";"15000";"2"
"1600";"'ITH5";"253000";"13"
"1600";"'ITI1";"180000";"14"
"1600";"'ITI2";"53000";"9"
"1600";"'ITI3";"54000";"12"
"1600";"'ITI4";"185000";"21"
"1600";"'NL11";"19000";"2"
"1600";"'NL12";"24000";"5"
"1600";"'NL13";"2000";"2"
"1600";"'NL21";"24000";"4"
"1600";"'NL22";"35000";"9"
"1600";"'NL23";"0";"1"
"1600";"'NL31";"37000";"2"
"1600";"'NL32";"155000";"8"
"1600";"'NL33";"145000";"11"
"1600";"'NL34";"34000";"4"
"1600";"'NL41";"31000";"7"
"1600";"'NL42";"34000";"5"
"1600";"'NO01";"3000";"1"
"1600";"'NO03";"1000";"3"
"1600";"'NO04";"3000";"2"
"1600";"'NO05";"8000";"1"
"1600";"'NO06";"2000";"1"
"1600";"'PT11";"57000";"10"
"1600";"'PT15";"26000";"6"
"1600";"'PT16";"55000";"13"
"1600";"'PT17";"142000";"5"
"1600";"'PT18";"81000";"12"
"1600";"'PT30";"2000";"1"
"1600";"'SE11";"9000";"1"
"1600";"'SE12";"8000";"5"
"1600";"'SE21";"6000";"3"
"1600";"'SE22";"6000";"3"
"1600";"'SE23";"2000";"1"
"1600";"'SE31";"6000";"2"
"1600";"'SI02";"5000";"1"
"1600";"'UKC+UKD";"77000";"39"
"1600";"'UKE";"43000";"14"
"1600";"'UKF";"27000";"11"
"1600";"'UKG";"56000";"26"
"1600";"'UKH+UKJ";"124000";"37"
"1600";"'UKI";"209000";"6"
"1600";"'UKK";"52000";"15"
"1600";"'UKL";"3000";"2"
"1600";"'UKM";"71000";"11"
"1600";"'UKM5";"6000";"1"
"1600";"'UKN";"13000";"5"
"1650";"'AT11";"3000";"1"
"1650";"'AT123";"84000";"4"
"1650";"'AT21";"4000";"1"
"1650";"'AT22";"13000";"1"
"1650";"'AT31";"17000";"5"
"1650";"'AT32";"11000";"1"
"1650";"'AT33";"14000";"2"
"1650";"'AT34";"1000";"1"
"1650";"'BE10+BE24+BE31";"93000";"8"
"1650";"'BE21";"81000";"4"
"1650";"'BE22";"15000";"3"
"1650";"'BE23";"93000";"16"
"1650";"'BE25";"91000";"17"
"1650";"'BE32";"52000";"8"
"1650";"'BE33";"54000";"5"
"1650";"'BE34";"2000";"1"
"1650";"'BE35";"15000";"2"
"1650";"'CH01";"30000";"5"
"1650";"'CH02";"22000";"6"
"1650";"'CH03";"13000";"1"
"1650";"'CH04";"10000";"2"
"1650";"'CH05";"20000";"5"
"1650";"'CH06";"8000";"2"
"1650";"'CH07";"3000";"1"
"1650";"'DE11";"36000";"8"
"1650";"'DE12";"15000";"6"
"1650";"'DE13";"17000";"4"
"1650";"'DE14";"34000";"6"
"1650";"'DE21";"32000";"4"
"1650";"'DE22";"17000";"3"
"1650";"'DE23";"24000";"2"
"1650";"'DE24";"20000";"4"
"1650";"'DE25";"59000";"7"
"1650";"'DE26";"19000";"3"
"1650";"'DE27";"56000";"7"
"1650";"'DE30";"25000";"3"
"1650";"'DE40";"29000";"7"
"1650";"'DE50";"24000";"2"
"1650";"'DE60";"53000";"1"
"1650";"'DE712";"82000";"10"
"1650";"'DE73";"17000";"3"
"1650";"'DE80";"39000";"9"
"1650";"'DE912";"66000";"12"
"1650";"'DE93";"22000";"4"
"1650";"'DE94";"27000";"6"
"1650";"'DEA1";"56000";"22"
"1650";"'DEA2";"82000";"11"
"1650";"'DEA3";"20000";"8"
"1650";"'DEA4";"17000";"5"
"1650";"'DEA5";"26000";"10"
"1650";"'DEB1";"9000";"4"
"1650";"'DEB2";"5000";"2"
"1650";"'DEB3";"18000";"9"
"1650";"'DEC0";"2000";"2"
"1650";"'DED2";"48000";"8"
"1650";"'DED4";"40000";"11"
"1650";"'DED5";"28000";"4"
"1650";"'DEE0";"101000";"18"
"1650";"'DEF0";"57000";"11"
"1650";"'DEG0";"66000";"12"
"1650";"'DK01";"55000";"2"
"1650";"'DK02";"4000";"1"
"1650";"'DK03";"9000";"3"
"1650";"'DK04";"14000";"3"
"1650";"'DK05";"5000";"1"
"1650";"'ES11";"46000";"12"
"1650";"'ES12";"20000";"4"
"1650";"'ES13";"3000";"1"
"1650";"'ES21";"16000";"4"
"1650";"'ES22";"22000";"3"
"1650";"'ES23";"16000";"4"
"1650";"'ES24";"54000";"9"
"1650";"'ES30";"121000";"10"
"1650";"'ES41";"160000";"23"
"1650";"'ES42";"200000";"33"
"1650";"'ES43";"93000";"17"
"1650";"'ES51";"83000";"21"
"1650";"'ES52";"168000";"31"
"1650";"'ES53";"45000";"5"
"1650";"'ES61";"640000";"71"
"1650";"'ES62";"71000";"11"
"1650";"'ES70";"14000";"4"
"1650";"'FI19";"2000";"3"
"1650";"'FI1B";"5000";"3"
"1650";"'FI1C";"6000";"2"
"1650";"'FI1D";"1000";"1"
"1650";"'FR10";"426000";"13"
"1650";"'FR21";"83000";"12"
"1650";"'FR22";"83000";"9"
"1650";"'FR23";"105000";"12"
"1650";"'FR24";"151000";"19"
"1650";"'FR25";"84000";"15"
"1650";"'FR26";"74000";"16"
"1650";"'FR30";"183000";"25"
"1650";"'FR41";"63000";"12"
"1650";"'FR42";"63000";"10"
"1650";"'FR43";"40000";"10"
"1650";"'FR51";"133000";"17"
"1650";"'FR52";"103000";"13"
"1650";"'FR53";"70000";"9"
"1650";"'FR61";"111000";"19"
"1650";"'FR62";"146000";"21"
"1650";"'FR63";"19000";"6"
"1650";"'FR71";"144000";"20"
"1650";"'FR72";"63000";"13"
"1650";"'FR81";"105000";"19"
"1650";"'FR82";"231000";"26"
"1650";"'FR83";"9000";"4"
"1650";"'FRJ1";"1000";"1"
"1650";"'FRL0";"3000";"1"
"1650";"'HR03";"6000";"2"
"1650";"'IE0";"82000";"16"
"1650";"'ITC1";"206000";"35"
"1650";"'ITC2";"3000";"1"
"1650";"'ITC3";"91000";"8"
"1650";"'ITC4";"319000";"14"
"1650";"'ITF1";"55000";"11"
"1650";"'ITF2";"10000";"3"
"1650";"'ITF3";"464000";"40"
"1650";"'ITF4";"288000";"40"
"1650";"'ITF5";"62000";"13"
"1650";"'ITF6";"64000";"15"
"1650";"'ITG1";"758000";"117"
"1650";"'ITG2";"35000";"5"
"1650";"'ITH1+ITH2";"14000";"3"
"1650";"'ITH3";"303000";"13"
"1650";"'ITH4";"17000";"2"
"1650";"'ITH5";"248000";"13"
"1650";"'ITI1";"175000";"14"
"1650";"'ITI2";"53000";"9"
"1650";"'ITI3";"55000";"12"
"1650";"'ITI4";"209000";"21"
"1650";"'NL11";"21000";"2"
"1650";"'NL12";"36000";"5"
"1650";"'NL13";"3000";"2"
"1650";"'NL21";"26000";"4"
"1650";"'NL22";"32000";"9"
"1650";"'NL23";"0";"1"
"1650";"'NL31";"39000";"2"
"1650";"'NL32";"203000";"8"
"1650";"'NL33";"214000";"11"
"1650";"'NL34";"47000";"4"
"1650";"'NL41";"33000";"7"
"1650";"'NL42";"34000";"5"
"1650";"'NO01";"3000";"1"
"1650";"'NO03";"4000";"3"
"1650";"'NO04";"3000";"2"
"1650";"'NO05";"9000";"1"
"1650";"'NO06";"3000";"1"
"1650";"'PT11";"63000";"10"
"1650";"'PT15";"22000";"6"
"1650";"'PT16";"61000";"13"
"1650";"'PT17";"166000";"5"
"1650";"'PT18";"89000";"12"
"1650";"'PT30";"3000";"1"
"1650";"'SE11";"19000";"1"
"1650";"'SE12";"10000";"5"
"1650";"'SE21";"7000";"3"
"1650";"'SE22";"6000";"3"
"1650";"'SE23";"3000";"1"
"1650";"'SE31";"7000";"2"
"1650";"'SI02";"7000";"1"
"1650";"'UKC+UKD";"84000";"39"
"1650";"'UKE";"48000";"14"
"1650";"'UKF";"30000";"11"
"1650";"'UKG";"66000";"26"
"1650";"'UKH+UKJ";"141000";"37"
"1650";"'UKI";"350000";"6"
"1650";"'UKK";"61000";"15"
"1650";"'UKL";"3000";"2"
"1650";"'UKM";"85000";"11"
"1650";"'UKM5";"8000";"1"
"1650";"'UKN";"13000";"5"
"1700";"'AT11";"3000";"1"
"1700";"'AT123";"123000";"4"
"1700";"'AT21";"5000";"1"
"1700";"'AT22";"22000";"1"
"1700";"'AT31";"20000";"5"
"1700";"'AT32";"13000";"1"
"1700";"'AT33";"15000";"2"
"1700";"'AT34";"2000";"1"
"1700";"'BE10+BE24+BE31";"116000";"8"
"1700";"'BE21";"98000";"4"
"1700";"'BE22";"16000";"3"
"1700";"'BE23";"112000";"16"
"1700";"'BE25";"104000";"17"
"1700";"'BE32";"57000";"8"
"1700";"'BE33";"64000";"5"
"1700";"'BE34";"3000";"1"
"1700";"'BE35";"17000";"2"
"1700";"'CH01";"33000";"5"
"1700";"'CH02";"25000";"6"
"1700";"'CH03";"15000";"1"
"1700";"'CH04";"11000";"2"
"1700";"'CH05";"22000";"5"
"1700";"'CH06";"8000";"2"
"1700";"'CH07";"3000";"1"
"1700";"'DE11";"41000";"8"
"1700";"'DE12";"24000";"6"
"1700";"'DE13";"16000";"4"
"1700";"'DE14";"30000";"6"
"1700";"'DE21";"34000";"4"
"1700";"'DE22";"17000";"3"
"1700";"'DE23";"24000";"2"
"1700";"'DE24";"22000";"4"
"1700";"'DE25";"64000";"7"
"1700";"'DE26";"21000";"3"
"1700";"'DE27";"50000";"7"
"1700";"'DE30";"57000";"3"
"1700";"'DE40";"29000";"7"
"1700";"'DE50";"27000";"2"
"1700";"'DE60";"70000";"1"
"1700";"'DE712";"97000";"10"
"1700";"'DE73";"18000";"3"
"1700";"'DE80";"38000";"9"
"1700";"'DE912";"73000";"12"
"1700";"'DE93";"19000";"4"
"1700";"'DE94";"27000";"6"
"1700";"'DEA1";"66000";"22"
"1700";"'DEA2";"83000";"11"
"1700";"'DEA3";"23000";"8"
"1700";"'DEA4";"15000";"5"
"1700";"'DEA5";"24000";"10"
"1700";"'DEB1";"11000";"4"
"1700";"'DEB2";"5000";"2"
"1700";"'DEB3";"19000";"9"
"1700";"'DEC0";"3000";"2"
"1700";"'DED2";"69000";"8"
"1700";"'DED4";"41000";"11"
"1700";"'DED5";"29000";"4"
"1700";"'DEE0";"94000";"18"
"1700";"'DEF0";"59000";"11"
"1700";"'DEG0";"72000";"12"
"1700";"'DK01";"69000";"2"
"1700";"'DK02";"2000";"1"
"1700";"'DK03";"8000";"3"
"1700";"'DK04";"17000";"3"
"1700";"'DK05";"4000";"1"
"1700";"'ES11";"53000";"12"
"1700";"'ES12";"16000";"4"
"1700";"'ES13";"2000";"1"
"1700";"'ES21";"19000";"4"
"1700";"'ES22";"23000";"3"
"1700";"'ES23";"14000";"4"
"1700";"'ES24";"58000";"9"
"1700";"'ES30";"158000";"10"
"1700";"'ES41";"123000";"23"
"1700";"'ES42";"143000";"33"
"1700";"'ES43";"76000";"17"
"1700";"'ES51";"98000";"21"
"1700";"'ES52";"170000";"31"
"1700";"'ES53";"50000";"5"
"1700";"'ES61";"646000";"71"
"1700";"'ES62";"87000";"11"
"1700";"'ES70";"21000";"4"
"1700";"'FI19";"2000";"3"
"1700";"'FI1B";"6000";"3"
"1700";"'FI1C";"7000";"2"
"1700";"'FI1D";"1000";"1"
"1700";"'FR10";"565000";"13"
"1700";"'FR21";"95000";"12"
"1700";"'FR22";"94000";"9"
"1700";"'FR23";"112000";"12"
"1700";"'FR24";"157000";"19"
"1700";"'FR25";"94000";"15"
"1700";"'FR26";"81000";"16"
"1700";"'FR30";"222000";"25"
"1700";"'FR41";"71000";"12"
"1700";"'FR42";"65000";"10"
"1700";"'FR43";"44000";"10"
"1700";"'FR51";"159000";"17"
"1700";"'FR52";"128000";"13"
"1700";"'FR53";"91000";"9"
"1700";"'FR61";"126000";"19"
"1700";"'FR62";"162000";"21"
"1700";"'FR63";"25000";"6"
"1700";"'FR71";"210000";"20"
"1700";"'FR72";"77000";"13"
"1700";"'FR81";"131000";"19"
"1700";"'FR82";"297000";"26"
"1700";"'FR83";"12000";"4"
"1700";"'FRJ1";"1000";"1"
"1700";"'FRL0";"4000";"1"
"1700";"'HR03";"8000";"2"
"1700";"'IE0";"160000";"16"
"1700";"'ITC1";"230000";"35"
"1700";"'ITC2";"3000";"1"
"1700";"'ITC3";"92000";"8"
"1700";"'ITC4";"312000";"14"
"1700";"'ITF1";"60000";"11"
"1700";"'ITF2";"12000";"3"
"1700";"'ITF3";"504000";"40"
"1700";"'ITF4";"288000";"40"
"1700";"'ITF5";"71000";"13"
"1700";"'ITF6";"64000";"15"
"1700";"'ITG1";"814000";"117"
"1700";"'ITG2";"42000";"5"
"1700";"'ITH1+ITH2";"14000";"3"
"1700";"'ITH3";"294000";"13"
"1700";"'ITH4";"20000";"2"
"1700";"'ITH5";"249000";"13"
"1700";"'ITI1";"186000";"14"
"1700";"'ITI2";"55000";"9"
"1700";"'ITI3";"60000";"12"
"1700";"'ITI4";"238000";"21"
"1700";"'NL11";"20000";"2"
"1700";"'NL12";"32000";"5"
"1700";"'NL13";"4000";"2"
"1700";"'NL21";"26000";"4"
"1700";"'NL22";"40000";"9"
"1700";"'NL23";"0";"1"
"1700";"'NL31";"37000";"2"
"1700";"'NL32";"271000";"8"
"1700";"'NL33";"223000";"11"
"1700";"'NL34";"44000";"4"
"1700";"'NL41";"33000";"7"
"1700";"'NL42";"28000";"5"
"1700";"'NO01";"4000";"1"
"1700";"'NO03";"9000";"3"
"1700";"'NO04";"3000";"2"
"1700";"'NO05";"10000";"1"
"1700";"'NO06";"5000";"1"
"1700";"'PT11";"74000";"10"
"1700";"'PT15";"22000";"6"
"1700";"'PT16";"70000";"13"
"1700";"'PT17";"196000";"5"
"1700";"'PT18";"102000";"12"
"1700";"'PT30";"4000";"1"
"1700";"'SE11";"40000";"1"
"1700";"'SE12";"16000";"5"
"1700";"'SE21";"8000";"3"
"1700";"'SE22";"13000";"3"
"1700";"'SE23";"5000";"1"
"1700";"'SE31";"9000";"2"
"1700";"'SI02";"10000";"1"
"1700";"'UKC+UKD";"97000";"39"
"1700";"'UKE";"52000";"14"
"1700";"'UKF";"36000";"11"
"1700";"'UKG";"76000";"26"
"1700";"'UKH+UKJ";"164000";"37"
"1700";"'UKI";"589000";"6"
"1700";"'UKK";"78000";"15"
"1700";"'UKL";"4000";"2"
"1700";"'UKM";"103000";"11"
"1700";"'UKM5";"12000";"1"
"1700";"'UKN";"17000";"5"
"1750";"'AT11";"4000";"1"
"1750";"'AT123";"184000";"4"
"1750";"'AT21";"7000";"1"
"1750";"'AT22";"20000";"1"
"1750";"'AT31";"25000";"5"
"1750";"'AT32";"15000";"1"
"1750";"'AT33";"16000";"2"
"1750";"'AT34";"4000";"1"
"1750";"'BE10+BE24+BE31";"94000";"8"
"1750";"'BE21";"75000";"4"
"1750";"'BE22";"15000";"3"
"1750";"'BE23";"115000";"16"
"1750";"'BE25";"110000";"17"
"1750";"'BE32";"59000";"8"
"1750";"'BE33";"82000";"5"
"1750";"'BE34";"3000";"1"
"1750";"'BE35";"17000";"2"
"1750";"'CH01";"39000";"5"
"1750";"'CH02";"31000";"6"
"1750";"'CH03";"16000";"1"
"1750";"'CH04";"13000";"2"
"1750";"'CH05";"27000";"5"
"1750";"'CH06";"10000";"2"
"1750";"'CH07";"4000";"1"
"1750";"'DE11";"48000";"8"
"1750";"'DE12";"41000";"6"
"1750";"'DE13";"19000";"4"
"1750";"'DE14";"37000";"6"
"1750";"'DE21";"51000";"4"
"1750";"'DE22";"19000";"3"
"1750";"'DE23";"24000";"2"
"1750";"'DE24";"31000";"4"
"1750";"'DE25";"66000";"7"
"1750";"'DE26";"25000";"3"
"1750";"'DE27";"54000";"7"
"1750";"'DE30";"118000";"3"
"1750";"'DE40";"47000";"7"
"1750";"'DE50";"28000";"2"
"1750";"'DE60";"90000";"1"
"1750";"'DE712";"125000";"10"
"1750";"'DE73";"27000";"3"
"1750";"'DE80";"41000";"9"
"1750";"'DE912";"90000";"12"
"1750";"'DE93";"19000";"4"
"1750";"'DE94";"27000";"6"
"1750";"'DEA1";"87000";"22"
"1750";"'DEA2";"105000";"11"
"1750";"'DEA3";"30000";"8"
"1750";"'DEA4";"16000";"5"
"1750";"'DEA5";"27000";"10"
"1750";"'DEB1";"14000";"4"
"1750";"'DEB2";"10000";"2"
"1750";"'DEB3";"26000";"9"
"1750";"'DEC0";"5000";"2"
"1750";"'DED2";"97000";"8"
"1750";"'DED4";"57000";"11"
"1750";"'DED5";"44000";"4"
"1750";"'DEE0";"124000";"18"
"1750";"'DEF0";"61000";"11"
"1750";"'DEG0";"83000";"12"
"1750";"'DK01";"84000";"2"
"1750";"'DK02";"2000";"1"
"1750";"'DK03";"9000";"3"
"1750";"'DK04";"23000";"3"
"1750";"'DK05";"5000";"1"
"1750";"'ES11";"77000";"12"
"1750";"'ES12";"26000";"4"
"1750";"'ES13";"3000";"1"
"1750";"'ES21";"25000";"4"
"1750";"'ES22";"24000";"3"
"1750";"'ES23";"19000";"4"
"1750";"'ES24";"74000";"9"
"1750";"'ES30";"188000";"10"
